epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1250.68,0.59048,0.43553,0.88378,0.86606,0.85881,0.88092,0.67475,0.90313,0.65367,0.96082,8.48946e-05,8.48946e-05,8.48946e-05
180,1257.53,0.57196,0.42074,0.86018,0.86034,0.8586,0.88521,0.67557,0.90041,0.65355,0.95929,8.13603e-05,8.13603e-05,8.13603e-05
181,1264.22,0.60377,0.43104,0.87618,0.85822,0.87357,0.88078,0.67907,0.90139,0.64478,0.96211,7.7826e-05,7.7826e-05,7.7826e-05
182,1271.08,0.62102,0.44835,0.88737,0.85749,0.87204,0.88521,0.68538,0.88616,0.63287,0.95531,7.42917e-05,7.42917e-05,7.42917e-05
183,1278.46,0.61784,0.47143,0.89797,0.85059,0.86861,0.88343,0.68391,0.89506,0.64878,0.95866,7.07574e-05,7.07574e-05,7.07574e-05
184,1285.22,0.59274,0.45082,0.89003,0.8576,0.86601,0.88416,0.67945,0.89763,0.6596,0.96196,6.72231e-05,6.72231e-05,6.72231e-05
185,1291.88,0.61891,0.49455,0.90561,0.85803,0.86107,0.88315,0.67947,0.9002,0.65952,0.96373,6.36888e-05,6.36888e-05,6.36888e-05
186,1298.7,0.58402,0.44597,0.87503,0.85916,0.86047,0.88315,0.67763,0.89779,0.65473,0.96102,6.01545e-05,6.01545e-05,6.01545e-05
187,1305.54,0.58561,0.45077,0.87398,0.85162,0.87098,0.89103,0.68392,0.89672,0.6557,0.95644,5.66202e-05,5.66202e-05,5.66202e-05
188,1312.78,0.60965,0.48566,0.89156,0.858,0.86007,0.89136,0.68605,0.89755,0.66207,0.95864,5.30859e-05,5.30859e-05,5.30859e-05
189,1319.56,0.57918,0.44038,0.87805,0.86316,0.851,0.89111,0.68826,0.89352,0.65087,0.95696,4.95516e-05,4.95516e-05,4.95516e-05
190,1326.42,0.58407,0.43204,0.87084,0.86065,0.85695,0.8913,0.68633,0.89225,0.6588,0.95756,4.60173e-05,4.60173e-05,4.60173e-05
191,1334.55,0.57317,0.39655,0.85747,0.84442,0.86968,0.89124,0.68079,0.89695,0.65315,0.96225,4.2483e-05,4.2483e-05,4.2483e-05
192,1342.06,0.55237,0.38791,0.84931,0.81563,0.88419,0.88961,0.68132,0.89663,0.6567,0.96394,3.89487e-05,3.89487e-05,3.89487e-05
193,1348.61,0.53694,0.36109,0.8446,0.8112,0.8932,0.88919,0.67799,0.9024,0.64559,0.96663,3.54144e-05,3.54144e-05,3.54144e-05
194,1355.03,0.53007,0.3638,0.84259,0.832,0.87717,0.88809,0.67544,0.90739,0.64838,0.96633,3.18801e-05,3.18801e-05,3.18801e-05
195,1361.56,0.52199,0.37241,0.85725,0.80692,0.89395,0.88325,0.67632,0.90902,0.65077,0.97086,2.83458e-05,2.83458e-05,2.83458e-05
196,1368.19,0.50835,0.35511,0.84621,0.84894,0.85826,0.88823,0.67702,0.90491,0.65025,0.96607,2.48115e-05,2.48115e-05,2.48115e-05
197,1375.3,0.52377,0.35709,0.83924,0.83893,0.86175,0.88479,0.67767,0.90284,0.64921,0.96584,2.12772e-05,2.12772e-05,2.12772e-05
198,1381.87,0.51058,0.34768,0.83612,0.83238,0.87696,0.88919,0.67727,0.90487,0.64776,0.96638,1.77429e-05,1.77429e-05,1.77429e-05
199,1388.38,0.52557,0.37073,0.84253,0.82541,0.886,0.88727,0.67699,0.91001,0.65136,0.96851,1.42086e-05,1.42086e-05,1.42086e-05
200,1394.82,0.52896,0.35062,0.84374,0.81661,0.89801,0.88758,0.67745,0.90555,0.65043,0.96736,1.06743e-05,1.06743e-05,1.06743e-05
