epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,1482.28,0.48895,0.3595,0.86602,0.84957,0.85513,0.86712,0.68664,0.90615,0.70069,1.06067,9.90318e-05,9.90318e-05,9.90318e-05
176,1490.61,0.50445,0.36499,0.8748,0.86246,0.84704,0.87447,0.68893,0.88258,0.69003,1.04657,9.54975e-05,9.54975e-05,9.54975e-05
177,1498.94,0.49603,0.36662,0.88183,0.8504,0.86672,0.87052,0.68276,0.88569,0.66674,1.03724,9.19632e-05,9.19632e-05,9.19632e-05
178,1507.31,0.48178,0.35847,0.86266,0.85976,0.85312,0.87035,0.6825,0.89276,0.68047,1.04709,8.84289e-05,8.84289e-05,8.84289e-05
179,1515.95,0.48149,0.35197,0.86419,0.88611,0.83592,0.86495,0.68288,0.88784,0.68595,1.04463,8.48946e-05,8.48946e-05,8.48946e-05
180,1524.36,0.46472,0.3398,0.85329,0.86092,0.85628,0.86457,0.67924,0.89071,0.68592,1.05026,8.13603e-05,8.13603e-05,8.13603e-05
181,1532.74,0.49046,0.35152,0.8681,0.86418,0.85085,0.86258,0.67799,0.88351,0.69089,1.04367,7.7826e-05,7.7826e-05,7.7826e-05
182,1541.11,0.50096,0.35728,0.87373,0.875,0.84016,0.86374,0.67929,0.88736,0.69725,1.04475,7.42917e-05,7.42917e-05,7.42917e-05
183,1549.66,0.50987,0.3885,0.88242,0.87248,0.84195,0.8615,0.67365,0.89409,0.70613,1.05196,7.07574e-05,7.07574e-05,7.07574e-05
184,1558.07,0.47641,0.36308,0.87017,0.86858,0.83079,0.8647,0.67387,0.8954,0.70956,1.04888,6.72231e-05,6.72231e-05,6.72231e-05
185,1566.43,0.50055,0.39884,0.8862,0.86,0.84484,0.87047,0.68451,0.88859,0.70448,1.04818,6.36888e-05,6.36888e-05,6.36888e-05
186,1574.92,0.47349,0.361,0.86291,0.87096,0.84623,0.87214,0.69049,0.88462,0.6965,1.04019,6.01545e-05,6.01545e-05,6.01545e-05
187,1583.27,0.47474,0.36448,0.86179,0.86947,0.85054,0.87141,0.68923,0.88055,0.70602,1.03471,5.66202e-05,5.66202e-05,5.66202e-05
188,1591.67,0.49659,0.38615,0.87297,0.87776,0.84561,0.86991,0.68751,0.89272,0.69603,1.04821,5.30859e-05,5.30859e-05,5.30859e-05
189,1600.12,0.47753,0.35562,0.87187,0.8717,0.8548,0.87007,0.68687,0.88663,0.68378,1.04231,4.95516e-05,4.95516e-05,4.95516e-05
190,1608.69,0.47147,0.34323,0.8584,0.86772,0.86062,0.87004,0.68733,0.88944,0.68144,1.04819,4.60173e-05,4.60173e-05,4.60173e-05
191,1618.17,0.45988,0.30749,0.8424,0.87086,0.85688,0.86534,0.68587,0.89122,0.68629,1.05391,4.2483e-05,4.2483e-05,4.2483e-05
192,1626.62,0.4434,0.30037,0.84317,0.86325,0.86047,0.86357,0.68675,0.88641,0.67979,1.05183,3.89487e-05,3.89487e-05,3.89487e-05
193,1634.82,0.43788,0.28881,0.84202,0.86171,0.86242,0.8636,0.6853,0.89267,0.67807,1.05989,3.54144e-05,3.54144e-05,3.54144e-05
194,1643.35,0.41936,0.28474,0.83696,0.86123,0.86399,0.86184,0.68243,0.89212,0.67576,1.05322,3.18801e-05,3.18801e-05,3.18801e-05
195,1651.56,0.4192,0.29505,0.84783,0.86142,0.86377,0.86352,0.68409,0.88989,0.67223,1.05365,2.83458e-05,2.83458e-05,2.83458e-05
196,1659.78,0.40877,0.28219,0.84006,0.86405,0.85341,0.86448,0.68779,0.8854,0.67506,1.05018,2.48115e-05,2.48115e-05,2.48115e-05
197,1668.1,0.40805,0.28315,0.82937,0.86049,0.8561,0.86194,0.68372,0.89384,0.67507,1.05884,2.12772e-05,2.12772e-05,2.12772e-05
198,1676.55,0.40688,0.27579,0.82938,0.86428,0.85317,0.86107,0.68288,0.89587,0.68111,1.06103,1.77429e-05,1.77429e-05,1.77429e-05
199,1684.78,0.40893,0.29376,0.83124,0.86686,0.8508,0.86163,0.68451,0.8971,0.68384,1.05994,1.42086e-05,1.42086e-05,1.42086e-05
200,1693.03,0.42134,0.27568,0.83507,0.85886,0.85475,0.86198,0.68367,0.89285,0.68603,1.05656,1.06743e-05,1.06743e-05,1.06743e-05
